,Unnamed: 0,sentence_reviews,Score,Class
4251,4251,Beast of performance,5,Positive
4252,4252,,4,Positive
4253,4253,Gamers never settle mobile phone,1,Negative
4254,4254,,4,Positive
4255,4255,,4,Positive
4256,4256,,4,Positive
4257,4257,Best phone under 19000,5,Positive
4258,4258,Better for gaming Sound is not perfect because back is very vibration,3,Positive
4259,4259,Very nice,5,Positive
4260,4260,Super perfomence,5,Positive
4261,4261,Please do not buy this phone,1,Negative
4262,4262,,4,Positive
4263,4263,,4,Positive
4264,4264, Over heating is the major issue,2,Negative
4265,4265,,4,Positive
4266,4266,,4,Positive
4267,4267, Horrible experience,1,Negative
4268,4268,,4,Positive
4269,4269,,4,Positive
4270,4270, Never expected,1,Negative
4271,4271,,4,Positive
4272,4272,,4,Positive
4273,4273,Worst Mobile phone Dont buyHanging Issue Heating IssueNot fast charging Heavy WeightProcessing average Very slow phone,1,Negative
4274,4274,Guys! Don't go for YouTuber reviewsCamera- No clarity while zoomDisplay- Not a good display,1,Negative
4275,4275,Best phone for gaming under 20 k,5,Positive
4276,4276,Very costly,5,Positive
4277,4277,A good phone for games,4,Positive
4278,4278, Camera is average,3,Positive
4279,4279, Face unlock and finger print is super fast,5,Positive
4280,4280, Charging takes 1 hour and slight heating issues if you play games ,3,Positive
4281,4281, cools down very fast,2,Negative
4282,4282,,4,Positive
4283,4283,Awesome performance ,5,Positive
4284,4284, One of the best phone,5,Positive
4285,4285,,4,Positive
4286,4286,Worth the price,5,Positive
4287,4287,,4,Positive
4288,4288,Nice Specs in this price range,4,Positive
4289,4289,Good phone,4,Positive
4290,4290,Performance is very good ,4,Positive
4291,4291, camera is definitely disappointed and display is definitely very nice,2,Negative
4292,4292,Supar mobile,5,Positive
4293,4293,Best mid range budget phone ever,5,Positive
4294,4294,Good Product,4,Positive
4295,4295, But the device needs to be more optimised,3,Positive
4296,4296,,4,Positive
4297,4297,Underrated Mobile in this Price,5,Positive
4298,4298, POCO AD free mobile,2,Negative
4299,4299, ⭐⭐⭐,5,Positive
4300,4300,Only For Gaming,3,Positive
4301,4301,Nice mobile and excellent service,5,Positive
4302,4302,Battery backup Not best And Speaker Is awesome fo music Play back not good in gaming with this speaker performance 98% Satisfaction with 20k,2,Negative
4303,4303,Good phone ,4,Positive
4304,4304, Chinese company,3,Positive
4305,4305,Got the phone 1 week ago after waiting for 2 weeks and cancel and order it again,1,Negative
4306,4306,(-)Performance is good ,4,Positive
4307,4307, some games still lags a bit (like genshin impact),3,Positive
4308,4308, And i can play CODM on max graphics and fps with no lag,5,Positive
4309,4309,(+)Battery is great,5,Positive
4310,4310, i can use it whole day without charging and including about 3 hours of gaming,5,Positive
4311,4311, Charging speed is good,4,Positive
4312,4312, It takes about 70-75 mins to charge from 20 to 100,3,Positive
4313,4313,(+)I had a problem with the display once,3,Positive
4314,4314, Sometimes swiping the screen from side to side didn't work ,2,Negative
4315,4315,,4,Positive
4316,4316,,4,Positive
4317,4317,,4,Positive
4318,4318,Phone is very light weight we will not feel premium its look like cheaper phone,2,Negative
4319,4319,I truly disappointed with product delivery service,1,Negative
4320,4320, I didn't get any feed back link for delivery otherwise it will be 0 zero rating from my end,1,Negative
4321,4321,Rating for phone is 4/5,4,Positive
4322,4322,Camera not upto mark,1,Negative
4323,4323, Rest good to go,4,Positive
4324,4324,,4,Positive
4325,4325,Awesome day to day use,5,Positive
4326,4326,Under 20k Best Mobile For Gaming,5,Positive
4327,4327,Perfect! And if you think it's an IPS LCD display,5,Positive
4328,4328," then the difference is just of the brightness and the blacks are ""BLACKS""",3,Positive
4329,4329, Performance is 15 out of 10! EXTRAORDINARY!!!!!!!! High graphics NOT A PROBLEM,5,Positive
4330,4330, The only problem is that the VIBRATIONS of audio🔊 are at the extreme level 💯,4,Positive
4331,4331, It's TOO MUCH! CAMERA is GOOD,3,Positive
4332,4332, The VIBRATIONS 😖,4,Positive
4333,4333,,4,Positive
4334,4334,Great phone with the specifications,5,Positive
4335,4335, good choice for game lovers,4,Positive
4336,4336,,4,Positive
4337,4337,Thriving performance,5,Positive
4338,4338, but you have to sacrifice for amoled screen,3,Positive
4339,4339,High gaming performance,5,Positive
4340,4340,,4,Positive
4341,4341, Nothing else,1,Negative
4342,4342,Supper products I like it,4,Positive
4343,4343,If you Buy it ,3,Positive
4344,4344, you won't  regret,5,Positive
4345,4345, totally worth,5,Positive
4346,4346, It has one small problem - battery drains fast,3,Positive
4347,4347, Like in 6 hrs you have to charge again which take 2 hrs,5,Positive
4348,4348,,4,Positive
4349,4349,Very good product for gaming,5,Positive
4350,4350,Very nice good camera nice battery performance very huge performance in processing epic in gaming,5,Positive
4351,4351,Nice product ,4,Positive
4352,4352,,4,Positive
4353,4353,,4,Positive
4354,4354,Unbelievable fast delivery from flip kart I appreciate that and it came to me within 20hours of my order and mobile is good too,5,Positive
4355,4355,Classy product worth buying,5,Positive
4356,4356,Nice mobile speed & processor,5,Positive
4357,4357,,4,Positive
4358,4358,,4,Positive
4359,4359,,4,Positive
4360,4360,Phone us just op as scout gameplay,3,Positive
4361,4361,,4,Positive
4362,4362,,4,Positive
4363,4363, Performance in pubg is never dispointed you,5,Positive
4364,4364,Overall satisfied with the purchase,4,Positive
4365,4365, Battery backup and performance of the phone are truly amazing,5,Positive
4366,4366,,4,Positive
4367,4367,Feel good,5,Positive
4368,4368,Every thing is good,5,Positive
4369,4369, But some times getting slow,3,Positive
4370,4370,,4,Positive
4371,4371,Some bugs in ui that will be remov3d by updat3,3,Positive
4372,4372,,4,Positive
4373,4373,  overall product is good,4,Positive
4374,4374,Great phone,5,Positive
4375,4375, performs like a beast!,5,Positive
4376,4376,performance based phone,4,Positive
4377,4377, then go for it Nice Performance and very smooth display,5,Positive
4378,4378, Little heating occurs at camera side while playing games and no other issues,4,Positive
4379,4379,Value for money only,1,Negative
4380,4380,Nice product ,4,Positive
4381,4381, phone vibrate at the time you are playing music and heat problem too,2,Negative
4382,4382,Good,4,Positive
4383,4383,This phone is god in performance in this price segment and have descent camera with good stereo speakers in it,5,Positive
4384,4384,The only Cons is MIUI 12 this will makes it quite bad and some features are not working correctly sometimes,2,Negative
4385,4385,,4,Positive
4386,4386,worst phone ever,1,Negative
4387,4387, always frame drops and lag in games despite full network,2,Negative
4388,4388,,4,Positive
4389,4389,Superb performance ,5,Positive
4390,4390, have some heating issue,3,Positive
4391,4391,,4,Positive
4392,4392,Suparb very nice phone,5,Positive
4393,4393,Gaming Performance is Excellent good battery Smooth smartphone 120hz display good,5,Positive
4394,4394,Its better phone gaming But camera is poor quality i hope the will improve that on next update,3,Positive
4395,4395,nice product with good camera,4,Positive
4396,4396,Budget Beast 🤙,4,Positive
4397,4397,THE PHONE IS HAVING SOME TOUCH ISSUES<SOFTWARE PROBLEM AS IT HAPPEN 2/10 TIMES> IT CAN BE FIXED BY SOFTWARE UPDATES VIA POCO,3,Positive
4398,4398,,4,Positive
4399,4399,,4,Positive
4400,4400,,4,Positive
4401,4401,,4,Positive
4402,4402,,4,Positive
4403,4403,REST PHONE STREAMS AND RUNS GAME SMOOTHLY,4,Positive
4404,4404,,4,Positive
4405,4405,,4,Positive
4406,4406,,4,Positive
4407,4407,,4,Positive
4408,4408,THE CAMERA IS GOOD FOR NORMAL PERSON USAGE,4,Positive
4409,4409,,4,Positive
4410,4410,,4,Positive
4411,4411,,4,Positive
4412,4412,,4,Positive
4413,4413,AND EKART TOOK 6 DAYS TO DELEIVER,1,Negative
4414,4414,Awesome,5,Positive
4415,4415,Good for gaming,4,Positive
4416,4416,860is very good,5,Positive
4417,4417,This phone is very power full,5,Positive
4418,4418,Outstanding phone for gaming camera also pretty good,5,Positive
4419,4419,In this price range monster in your hand,5,Positive
4420,4420, Happy with my purchase and also happy with fast delivery from Flipkart,5,Positive
4421,4421,,4,Positive
4422,4422,Beast device for gaming,5,Positive
4423,4423,GOOD,4,Positive
4424,4424,,4,Positive
4425,4425,,4,Positive
4426,4426,,4,Positive
4427,4427,,4,Positive
4428,4428,After Some Days Use Mobile Performance Is Zero Lots Of Variations On Many Things,1,Negative
4429,4429,After Playing BGMI Gyroscope In Fail,1,Negative
4430,4430, Not Working Properly,1,Negative
4431,4431,,4,Positive
4432,4432,Don't buy,1,Negative
4433,4433,Touch issues,3,Positive
4434,4434, after update it's gone for overheating,1,Negative
4435,4435, I can't even play the normal setting bgmi game because of touch issue on second day the phone was getting lag,1,Negative
4436,4436, don't take this phone,1,Negative
4437,4437,Rear camera is very poor,2,Negative
4438,4438, I have used poco F1 and X2,5,Positive
4439,4439, their camera was too good,2,Negative
4440,4440, This camera seems like old mobiles 2mp camera,3,Positive
4441,4441,,4,Positive
4442,4442,Writing this review after 1 week of use,1,Negative
4443,4443, Fast charging is good,4,Positive
4444,4444, but battery drains little bit faster,3,Positive
4445,4445, Processer is too good for multi tasking,2,Negative
4446,4446,,4,Positive
4447,4447, Camera is done the job,4,Positive
4448,4448, I'm not playing games that much,3,Positive
4449,4449, still I checked playing pubg there is no lag what so ever,1,Negative
4450,4450,,4,Positive
4451,4451, Great mobile at this range❤,5,Positive
4452,4452,I purchased Poco X3 Pro on April 29 2021 through flipkart ,1,Negative
4453,4453, it started hanging and sometime showing touch complaint just after 1month,2,Negative
4454,4454,Sometimes we can't see any apps while scrolling up and even while video calling others can't hear what we are saying,2,Negative
4455,4455, Product model : M2102J20SIPoco X3 Graphite Black 8 GB/128 GB   I had send an email regarding the problems of the phone ,1,Negative
4456,4456, there was not any enquiries regarding the complaint,1,Negative
4457,4457, I just got an email which said that there will be a call enquiry,1,Negative
4458,4458,,4,Positive
4459,4459,,4,Positive
4460,4460,,4,Positive
4461,4461,I purchased this phone for gaming but in first game so much lagTouch issue ,2,Negative
4462,4462, touch late responseIn my view this mobile not enough for PUBG/BGMI my old realme 5 pro is better than this,3,Positive
4463,4463,,4,Positive
4464,4464,,4,Positive
4465,4465,Those who are overwhelmed by this phone performance kindly recheck,1,Negative
4466,4466,The UI is very buggy,2,Negative
4467,4467, MIUI is the worst optimizated OS,1,Negative
4468,4468, In game lags,4,Positive
4469,4469, de-sync issue,4,Positive
4470,4470, joy stick behaves wierd in BGMI (This proves the poor touch response) and many more,3,Positive
4471,4471,The hardware is super ,5,Positive
4472,4472, the os provided with the phone is not matching up with the processor also the touch screen is really poor,2,Negative
4473,4473, Screen has some ghost touch issue,3,Positive
4474,4474,,4,Positive
4475,4475,Faulty peice,1,Negative
4476,4476,POCO x3  pro is a very bad mobile after 1 month of purchase the android UI failed wifi didnt work hardwares failed even after rebooting and hard reset same message pops saying android ui not responding it promises everything in latest category ,1,Negative
4477,4477, cheap finishing,2,Negative
4478,4478,I using poco x3 pro last 2months performance is vary low as per my acceptation,2,Negative
4479,4479,,4,Positive
4480,4480, And I m having some problem in display and touch screen,3,Positive
4481,4481,,4,Positive
4482,4482, I m traying to connect customer   service center not reachable,1,Negative
4483,4483,,4,Positive
4484,4484, so My suggest don't by this don't waste money,1,Negative
4485,4485,,4,Positive
4486,4486,,4,Positive
4487,4487,Touch problemMany times video recorder not workAuto call recording not supportNot fast as poco F1,1,Negative
4488,4488,Best camera Mobile in low range,5,Positive
4489,4489,Have been using AMOLED screen since a while,4,Positive
4490,4490, really not able to tell the difference awesome screen you can play YouTube at 2160P the only issue i had is the battery drainage in 120hz refresh rate 5000 MAH battery drained in 12 hrs of less usage,4,Positive
4491,4491,i faced only one issue that is its weight,3,Positive
4492,4492, Battery backup is perfect almost more than 1day of regular use,5,Positive
4493,4493, camera is perfect,5,Positive
4494,4494, This phone have heating issue if u play bgmi at ultra HDR,3,Positive
4495,4495, Smooth+extreme is best settings with 4 to 6 frame drop in bootcamp,5,Positive
4496,4496,As always,5,Positive
4497,4497, poco launcher have lots of bugs but manageable,3,Positive
4498,4498, I am using this phone with miui 12,5,Positive
4499,4499, and this update is perfect,5,Positive
4500,4500, I do not know about further updates,3,Positive
4501,4501,WHAT IS LOVE IN THIS PHONE-Best battery bkuplag free gamingbright displaybes,5,Positive
4502,4502,,4,Positive
4503,4503,,4,Positive
4504,4504,,4,Positive
4505,4505,Nice,4,Positive
4506,4506,Very bad camera,1,Negative
4507,4507,battery backup,4,Positive
4508,4508,display,4,Positive
4509,4509,Apps not installing from shareit and file managerPerformance is nice Charging speed is good But over all it's not satisfying,2,Negative
4510,4510,Worst screen,1,Negative
4511,4511, Bad camera,1,Negative
4512,4512, Volume key is not working properly,2,Negative
4513,4513, Only hype for the processor,4,Positive
4514,4514, May be a beast for the gaming section ,3,Positive
4515,4515, fails miserably in other aspects,1,Negative
4516,4516, Didn't go for Samsung as they are running out of their products because of upgrading to 5G,1,Negative
4517,4517, But i should have waited instead of rushing into Poco,3,Positive
4518,4518, My bad,1,Negative
4519,4519,,4,Positive
4520,4520,Worst cemera,1,Negative
4521,4521,The hardware of the device is awesome ,5,Positive
4522,4522, the MIUI is the worst ui i have ever seen,1,Negative
4523,4523,,4,Positive
4524,4524,Nice 👍,5,Positive
4525,4525,Good mobile for gaming under 20,4,Positive
4526,4526,000 It's BEAST,5,Positive
4527,4527, Just Missing Amuled Display,2,Negative
4528,4528, And Charging Is To Sloveif you want to by this mobile for BGMI or Other Games Than You Will Go For it,5,Positive
4529,4529, It's 100% Value For Money,5,Positive
4530,4530,The display is worst it keeps struckingCamera is worst I can't even record a videoWorst UI experience every day a new issue with the deviceThe device have an issue with gyroscope senson proximity sensor and many more display experience is worst it is not as they say smooth af the worst mobile I have e used,1,Negative
4531,4531,Touch problem after 10 days ,1,Negative
4532,4532, My touch is not working smooth at one place of screan it's not  working,1,Negative
4533,4533,,4,Positive
4534,4534,Please don't buy this mobile as it sounds like a chaina set not valuable for that price,1,Negative
4535,4535, Speaker sound while we are on a call or playing a video is unbearable and image of you play a song how much irritatable it would be,2,Negative
4536,4536, Plz don't buy  it I have used poco F1 for 1(1/2)years basing on its performance I choose to take this mobile  ,1,Negative
4537,4537, to be frank there is lot of difference in performance to this and that one and I raised a return issue and Flipkart without considering the customer concern they,1,Negative
4538,4538,,4,Positive
4539,4539,,4,Positive
4540,4540,,4,Positive
4541,4541,Performance of this device is very good,5,Positive
4542,4542, If miui optimises his os then it will be bug free,3,Positive
4543,4543, You can play PUBG easily on this upto 55-60 fps easily on sanhok bootcamp,5,Positive
4544,4544,Great performance under this range decent battery backup and max of gamers buys this to play pubg and I prefer them to paly on smooth+ultra,4,Positive
4545,4545,powerfull processer 860dual stero speaker120 refresh ,5,Positive
4546,4546,360 touch33wat fast charge5200 mah battery128gb storage,5,Positive
4547,4547,6gb ramkiller gaming phone ,5,Positive
4548,4548, playing pubg in HDR Ultraoverall flagship phone @ this price point,5,Positive
4549,4549,First of all,5,Positive
4550,4550, the phone is superb,5,Positive
4551,4551, in all aspects,5,Positive
4552,4552, It is very powerful and indeed a very good phone,5,Positive
4553,4553, But my unit started having problems with the speaker after 2 weeks,2,Negative
4554,4554, The speaker volume (on the top) started deteriorating and now for all calls,2,Negative
4555,4555, I need to use speaker mode while taking a call,3,Positive
4556,4556, There are other small problems as well,3,Positive
4557,4557, but this is the most basic problem and if you are unable to talk properly or the battery doesn't work (in my unit it does work),3,Positive
4558,4558, then the purpose of a smartphone i,3,Positive
4559,4559,,4,Positive
4560,4560,,4,Positive
4561,4561,,4,Positive
4562,4562,Good mobile,4,Positive
4563,4563,,4,Positive
4564,4564,,4,Positive
4565,4565,,4,Positive
4566,4566, Performance is good ,4,Positive
4567,4567,Little bit heavy of weightvalue for money 💲,3,Positive
4568,4568,Camera not good,1,Negative
4569,4569, touch not working sometimes,2,Negative
4570,4570,using in onemonth senosre will not working,1,Negative
4571,4571,Wast phone,3,Positive
4572,4572,Heated problem,2,Negative
4573,4573,Touch issues is a major problemDisplay isn't bright enough even if you sit under ur balcony u have to really struggle to watch anything,2,Negative
4574,4574,Very poor quality camera,1,Negative
4575,4575, 3 years old poco f1 had better camera quality,2,Negative
4576,4576, specially low lights,3,Positive
4577,4577,,4,Positive
4578,4578,Best phone under 20,5,Positive
4579,4579,0,5,Positive
4580,4580,good phone must buy good processor and good battery backup,4,Positive
4581,4581,Value for money,5,Positive
4582,4582,GOOD PHONEPROCESSOR BEST FOR MONEY,4,Positive
4583,4583,Loved it,5,Positive
4584,4584, Great performance in this range,5,Positive
4585,4585,The Only bad thing is when you play music in this phone,4,Positive
4586,4586, it's back is Vibrating too much that's it remaining all is good,3,Positive
4587,4587,great performance SD 860 🔥🔥best for pubg in this price range,5,Positive
4588,4588,Value for money phone if u A gamer u will see how much this is worth😍😍,5,Positive
4589,4589,All ok,3,Positive
4590,4590, but battery draining so fast,2,Negative
4591,4591, In average 1% per 5 minutes,3,Positive
4592,4592,,4,Positive
4593,4593,All things is okay right now ,3,Positive
4594,4594, at a time screen get stuck,1,Negative
4595,4595,,4,Positive
4596,4596, as when I was playing pubg and scroll apps,5,Positive
4597,4597,Mobile was awsome in hand feel is good,4,Positive
4598,4598,,4,Positive
4599,4599,PROS:- >> Performance >> SD 860✌️✌️>> Stereo speakers 🤙🤙>> Lag free Game & Good cam8 CONS:- >>Average build quality>>Lot of vibration occurrence due to stereo speakers back side>> Somewhat bulk in hand,4,Positive
4600,4600,,4,Positive
4601,4601,Nice mobile and very good gaming mobile,5,Positive
4602,4602,Camera could have been a lot better,3,Positive
4603,4603, performs dull in low light nd sometimes in normal day light too,2,Negative
4604,4604, display brightness sometimes feels abit low in outdoor conditions,3,Positive
4605,4605, processor is fab(blazing fast),3,Positive
4606,4606, battery is also good,4,Positive
4607,4607,,4,Positive
4608,4608,,4,Positive
4609,4609,,4,Positive
4610,4610, So overall in this price range there is no competition to the phone,3,Positive
4611,4611,,4,Positive
4612,4612,Display size feels too large,2,Negative
4613,4613, Weight and thickness of phone is little on higher side,3,Positive
4614,4614, But overall its good,3,Positive
4615,4615,Performance beast,5,Positive
4616,4616,,4,Positive
4617,4617,,4,Positive
4618,4618,,4,Positive
4619,4619,,4,Positive
4620,4620,,4,Positive
4621,4621,Backside vibrations as mentioned by other users,3,Positive
4622,4622,Camera quality - Average,3,Positive
4623,4623,VFM  - 5/5,5,Positive
4624,4624,Nice mobile,5,Positive
4625,4625,Awesome delivery and fast,5,Positive
4626,4626,Screen flickering issue at low brightnessDisplay is average Performance is awesomeBackpanel vibrates Camera is averageBattery is good,3,Positive
4627,4627,Phone is ok,3,Positive
4628,4628, But if you are looking for good camera,3,Positive
4629,4629, forget about this,1,Negative
4630,4630, The camera is not as my expectation,2,Negative
4631,4631, Poco f1 was having better camera than this one,2,Negative
4632,4632,,4,Positive
4633,4633,If gaming is your priority,3,Positive
4634,4634, blindly go for it,1,Negative
4635,4635, The performance is better than phones which are double to it's price,4,Positive
4636,4636,After 10 days usage,1,Negative
4637,4637, found following cons:1,1,Negative
4638,4638, Battery is powerful ,5,Positive
4639,4639, not optimized,2,Negative
4640,4640, 5-6 hrs of game drains it completely,1,Negative
4641,4641, Stand by time is good,4,Positive
4642,4642, Any phone with stereo speakers vibrates when on full volume,1,Negative
4643,4643, Back panel vibrates more than normal phone with stereo speakers,2,Negative
4644,4644, MIUI lags are there,3,Positive
4645,4645, sometimes scrolling works but tap doesn't,3,Positive
4646,4646, Unable to select or open apps then,1,Negative
4647,4647,,4,Positive
4648,4648,,4,Positive
4649,4649,,4,Positive
4650,4650,Phone is good ,4,Positive
4651,4651, front camera is very bad  very very bad camera,1,Negative
4652,4652,Notable issues Back panel vibrationI've noticed some display related problems like Brightness is too low when compared to POCO X2 and M2 ProI've noticed screen flickering during gamingIPS LCD display is Ok - Ok (not that great ),3,Positive
4653,4653,The product is alright ,3,Positive
4654,4654, when playing something it vibrates and when installing certain apps for the first time its getting very hot and the apps closing on itself,2,Negative
4655,4655,Overall I will provide the detailed review letter after using one month,4,Positive
4656,4656,,4,Positive
4657,4657,This mobile is over heat Only 1hour gameplayAnd lagWest money for this mobile buyI suggest you buy any brand mobileOnly use 5 to 6 month and mobile is deadMc abd Bc mobile compony,1,Negative
4658,4658,I had buy this mobile (Poco X3 pro) in the month of June 2021,5,Positive
4659,4659,Really now I realised I had choose wrong decision,1,Negative
4660,4660, It was very poor display (touch screen was so poor),1,Negative
4661,4661, Some time it's was hanging,3,Positive
4662,4662,its network access is also poor{network was very good in my location,2,Negative
4663,4663, I was compare with my friends they are also using same network (Airtel)},5,Positive
4664,4664,Finally friends I got bad experience to buy this mobile,5,Positive
4665,4665, You know guys I am also try to return this mobile with is 7days time period ,1,Negative
4666,4666, there is no response f,1,Negative
4667,4667,,4,Positive
4668,4668,,4,Positive
4669,4669,,4,Positive
4670,4670,it's worthless ,1,Negative
4671,4671, don't buy this you will regret this please ,1,Negative
4672,4672, this phone has lot of issues ,2,Negative
4673,4673, screen issues ,2,Negative
4674,4674, battery drains fast ,3,Positive
4675,4675, display quality is sh*t ,2,Negative
4676,4676, don't do this stupidity ,1,Negative
4677,4677, there are other options ,3,Positive
4678,4678, this whole company sells garbage ,1,Negative
4679,4679, I'm regretting my decision ,1,Negative
4680,4680, don't do this mistake,1,Negative
4681,4681,Do not buu this crap full of bugs and heating issue i got mine today and its heating like hell i am not even playing games on it when you run benchmark it give u lesser score then redmi note 9 pro u get only 3 g,1,Negative
4682,4682,b usable ram out of 5,5,Positive
4683,4683,b its not even 6g,3,Positive
4684,4684,b ram  same with storage dont buy this product 100% honest review here,1,Negative
4685,4685,Selfie camera 20mp very bad,1,Negative
4686,4686,,4,Positive
4687,4687,,4,Positive
4688,4688,,4,Positive
4689,4689,,4,Positive
4690,4690,Nice 📱Phone,5,Positive
4691,4691,One of the worst phone i ever used,1,Negative
4692,4692, I suggest not to buy this mobile,1,Negative
4693,4693,,4,Positive
4694,4694,Dear all,5,Positive
4695,4695,Don't opt this model,1,Negative
4696,4696, Try any other brand,1,Negative
4697,4697, Network issue are there,3,Positive
4698,4698, Even in WhatsApp also I cannot record voice,1,Negative
4699,4699, Only solution is to restart the phone to solve,3,Positive
4700,4700,Try to purchase other phone,1,Negative
4701,4701,Waste of money not good product lagging over heating Dont buy poco,1,Negative
4702,4702,Didn't expected from Xiaomi to produce this kind below average Phone 120 h,2,Negative
4703,4703, Display is gimmick display of this phone is average build quality is average Phone vibrate on full volume camera is very bad there's no amoled screen if you want to buy a phone in this price go for samsung 31s which is far better phone from this phone,2,Negative
4704,4704,Best gameing mobile in 18k,5,Positive
4705,4705,Two Downsides It is the fkg back vibration on any audio video playback,3,Positive
4706,4706, vibration bcoz of top speakerIt's the irritating bug2nd one is most of the users getting Tianma panel for display so facing ghost touch issues,2,Negative
4707,4707,I just got ghost touch issuesNeed to get replace to huaxing panel which is reliable,3,Positive
4708,4708,I think this us the best performance centric device ever in this budget becomes more powerful than the other In cod mobile constant 60 fps,5,Positive
4709,4709,It's the mid range flagship phn must buy for new comers in pubg to get a latest experience and regarding battery backup it's super ,5,Positive
4710,4710, I must say that the delivery boy must unbox the parcel for a genuine review,5,Positive
4711,4711,PHONE IS SO HEAVY AND THICK,2,Negative
4712,4712, PHONE VIBRATES TOO MUCH,2,Negative
4713,4713,,4,Positive
4714,4714,If your looking for the best performance phone under 20k ,5,Positive
4715,4715, Here is the device ,3,Positive
4716,4716, This device will handle any have apps easily ,5,Positive
4717,4717,,4,Positive
4718,4718, best gaming device under 20k,5,Positive
4719,4719,,4,Positive
4720,4720,,4,Positive
4721,4721, playing CoD and PUBG is out of the world experience,5,Positive
4722,4722,,4,Positive
4723,4723, no frame drops,1,Negative
4724,4724,,4,Positive
4725,4725, no device lag I didn't felt any thermal throttling yet in normal room temperature,2,Negative
4726,4726,,4,Positive
4727,4727,Excellent product with good quality and adorable performance within the squib price is beyond imagination,5,Positive
4728,4728, Dare to think of the affordability,4,Positive
4729,4729,,4,Positive
4730,4730,very good 👍 pubg mobile  no lag  no leg no issue is Unstoppable performance I am so happy and I am using Poco X3 Pro,5,Positive
4731,4731,Game oriented mobile,4,Positive
4732,4732, except for processor everything else is pretty ordinary comparable to 10k phone,3,Positive
4733,4733, Sad ,1,Negative
4734,4734, true,5,Positive
4735,4735,,4,Positive
4736,4736,Excellent,5,Positive
4737,4737,some products were missing such as stickers,3,Positive
4738,4738,Hit problem,1,Negative
4739,4739,Best phone for gaming ,5,Positive
4740,4740,,4,Positive
4741,4741,,4,Positive
4742,4742,,4,Positive
4743,4743,,4,Positive
4744,4744,,4,Positive
4745,4745,,4,Positive
4746,4746,especially pubg and free fire,5,Positive
4747,4747,And also for camera,5,Positive
4748,4748,,4,Positive
4749,4749,,4,Positive
4750,4750,,4,Positive
4751,4751,no lagging issue,3,Positive
4752,4752,All rounder flagship phone,5,Positive
4753,4753,,4,Positive
4754,4754,,4,Positive
4755,4755,,4,Positive
4756,4756,,4,Positive
4757,4757,,4,Positive
4758,4758,,4,Positive
4759,4759,,4,Positive
4760,4760,all games run smoothly ,5,Positive
4761,4761, screen quality not good average,2,Negative
4762,4762,Worst product,1,Negative
4763,4763,Waste phone don’t buy any one and don’t become fool of it I buyed first day only phone is hanging,1,Negative
4764,4764,Worst phone for this price even I have replaced mobile still notifications stucks and charging cable is not working properly performance is worst I can say for this price waste of money I have been using redmi brand phones for 4 years each year I used to buy new one this worst phone I decided to move to poco,1,Negative
4765,4765,battery is draining like anything,1,Negative
4766,4766, worst phone i must say,1,Negative
4767,4767,PHONE HANGS,3,Positive
4768,4768,Too heavey and camera is not that good,2,Negative
4769,4769,While playing pubg phone gonna stop touch response gyroscope not working phone gonna stop movements,1,Negative
4770,4770,Nice camra pr bad battry,4,Positive
4771,4771,Problem In This Mobile-Heat Problem Camera Is Not Good Very Bad Quality Mobile Weight Stuck the screen Gaming Lag,1,Negative
4772,4772,Camera quality too bad,1,Negative
4773,4773,Camera and performance is good ,4,Positive
4774,4774, within 1 month I got the problem with charging port,1,Negative
4775,4775,Too much lag while playing PUBG,2,Negative
4776,4776,I'm using 2 months I will tell my cons Cons :-  1,1,Negative
4777,4777, charging speed down               2,2,Negative
4778,4778,  Gaming performance worst because of it will heat more and it was lag               3,2,Negative
4779,4779, More weight               4,3,Positive
4780,4780, Not more brightness for playing only in dark rooms               5,3,Positive
4781,4781, Not a stylish phone               6,2,Negative
4782,4782, Don't buy this phone you go another phones,1,Negative
4783,4783,Nice product,4,Positive
4784,4784,Nice,4,Positive
4785,4785,Excellent performance,5,Positive
4786,4786,Nice Gaming Phone,4,Positive
4787,4787,It's amazing 👍👍👍👍,5,Positive
4788,4788, For  gaming camera  music,4,Positive
4789,4789,,4,Positive
4790,4790,Super Performance 👌,5,Positive
4791,4791,Unbeatable performance this prize range,5,Positive
4792,4792, all other Features are decent,3,Positive
4793,4793,Excellent performance,5,Positive
4794,4794, Some heating issue,3,Positive
4795,4795, But no prblms,3,Positive
4796,4796,Awsome,1,Negative
4797,4797,The phone is so good,5,Positive
4798,4798,,4,Positive
4799,4799,,4,Positive
4800,4800,,4,Positive
4801,4801,   But it's a gaming phone if u like to play game than shoud buy,3,Positive
4802,4802,Good quality that exceptions,4,Positive
4803,4803,,4,Positive
4804,4804,,4,Positive
4805,4805,Nice,4,Positive
4806,4806,Good,4,Positive
4807,4807,,4,Positive
4808,4808,Reviewing after using it for 1 week,1,Negative
4809,4809,,4,Positive
4810,4810, In every aspect,5,Positive
4811,4811, it is a beast,5,Positive
4812,4812,,4,Positive
4813,4813,,4,Positive
4814,4814,in performance specially,5,Positive
4815,4815,The Camera is decent enough,3,Positive
4816,4816,not the best in its segment,3,Positive
4817,4817,The display is smooth,4,Positive
4818,4818,giving the Gaming experience a whole another level,5,Positive
4819,4819, The brightness is decent,3,Positive
4820,4820,,4,Positive
4821,4821,,4,Positive
4822,4822,in harsh daylight it works not that great,3,Positive
4823,4823, The backpanel vibrates when the volume is high,2,Negative
4824,4824, Except these drawbacks everything is perfect,4,Positive
