,sentence_reviews,Score,Class
2089, Performance : AwseomeCamera : GoodBattery : Average,3,Positive
2090,Good one,4,Positive
2091,Small phone huge performance,5,Positive
2092, But rate is little bit high in India,3,Positive
2093, Battery is okay,3,Positive
2094, Overall performance is great,5,Positive
2095,Upgraded from first generation to second,5,Positive
2096,Quality of apple feels in hand properly distinct from other smartphones ,5,Positive
2097, Also very fast Hats off to A13 Bionic ,5,Positive
2098,Handy sizeStunning performance Outstanding camera quality,5,Positive
2099,Perfect in size and performance And nothing can beat iPhone’s camera 👌,5,Positive
2100,Overall Good except display and battery,4,Positive
2101,"Performance is blazing fast, ",2,Negative
2102, battery is kinda okay compared to iphone 11 ,3,Positive
2103, it does the job,4,Positive
2104, And no power adapter and earphone and also the cable is Lighting to C where there will be no usb cable which is major concern ,1,Negative
2105, rest everything is perfectly fine,5,Positive
2106, If you're an average user just go for it,3,Positive
2107,Heating issues even after latest update and rapid battery drain,2,Negative
2108,Nice Phone 👍👌,5,Positive
2109,good,4,Positive
2110, battery worst,1,Negative
2111,Simply Awesome,5,Positive
2112,it’s a beast performance wise,5,Positive
2113, period,3,Positive
2114,Just go for it if bezels and small screen size doesn’t concern you,3,Positive
2115," I like the screen size though, it’s not at small, it’s perfect and easily comes in hand perfectly",4,Positive
2116,"if you are switching from android, initially you may not like ",3,Positive
2117, after few days you will know why there is so much hype about apple,2,Negative
2118, I am never going back to android,5,Positive
2119,This has been one of the best variant including features that are a mixture of the other variants of  iPhone,5,Positive
2120, This 5 rating is just for the phone,5,Positive
2121, The only problem I had was the delivery of the product,4,Positive
2122," I received my product after 15 days, so a lot disappointed from Flipkart services and their team",2,Negative
2123, Horrible services,1,Negative
2124, For flipkart services I would rate in negative,3,Positive
2125," Also majorly, a special note to people",5,Positive
2126," If u feel u should not remove the plastic since it’s a new phone, I would recommend",3,Positive
2127,Wasted Battery!It does not even last of 5 hours of using 4G internet that too on single sim,1,Negative
2128,Apps get force closed!Totally disappointed,1,Negative
2129,Best 1 with a cool design and development,5,Positive
2130,good processing as well as gud camera,4,Positive
2131,Amazing product,5,Positive
2132, Bought for my wife and myself,5,Positive
2133, We are very happy to see the performance of this phone,5,Positive
2134,Good,4,Positive
2135,nice phone,5,Positive
2136,"So much to love, so little to hold❤️",5,Positive
2137, It will be the best choice for the one who likes to have a midrange budget flagship,5,Positive
2138,The battery won’t last for a day,1,Negative
2139," After unboxing, the iPhone had an 80% charge",1,Negative
2140, I got nearly 3hr of screen on time,2,Negative
2141, Screenshot attached,4,Positive
2142,Speakers are loud enough,3,Positive
2143, The audio quality is good,4,Positive
2144,The screen is bright,4,Positive
2145,"Nothing more to say, ",5,Positive
2146, an iPhone 8 with iPhone 11 character,4,Positive
2147,"The most awaiting phone in this year,It is handy and light , the processor is 🔥,Perfect phone for this budget, if you want to switch to ios",5,Positive
2148,Camera is also great,5,Positive
2149,the speaker is amazing ,5,Positive
2150,"Don't think again, make the move and purchase it😃",5,Positive
2151,I just bought this phone because of its slimness 🤣😂,5,Positive
2152,,4,Positive
2153,,4,Positive
2154,,4,Positive
2155, Are u also here just to buy it because of its slim body and extreme features then like this review and purchase it👌,5,Positive
2156,Battery could have been better ,3,Positive
2157,,4,Positive
2158,,4,Positive
2159, Rest all worth for money,5,Positive
2160,Nice Product,4,Positive
2161, Best camera ever,5,Positive
2162,,4,Positive
2163,Its worthy,5,Positive
2164, Its very good option for those who prefers small phone in size ,4,Positive
2165, beast in operation,5,Positive
2166, Night photo is awesome,5,Positive
2167,,4,Positive
2168,Nice apple iPhone,5,Positive
2169,Pros:Camera promising Phone speed is goodCons:Over heating when Personal hotspot is ONBattery draining quickly for few hours of usageTakes 2 hours to charge fullyIf you are Ok with this cons go for it,3,Positive
2170, Other than this mobile performing well,4,Positive
2171,,4,Positive
2172,classy product i loved it,5,Positive
2173, I hope my kids will not be able to break this phone thanks to flipkart and apple planning to buy one more for my wife❤❤❤❤❤❤❤,1,Negative
2174,Except battery everything in this phone is great,4,Positive
2175,These are some pictures not edited just raw,3,Positive
2176,,4,Positive
2177,"I had been used iPhone 6,6s,7 and 7 plus ",3,Positive
2178, this was next level,5,Positive
2179, Worth for money,5,Positive
2180,Awesome Look :5/5Battery : 4/5Camera : 5/5,5,Positive
2181,This white colour is something you might not expect to be good!!! And also the battery is not such a big issue it fine if don’t do too heavy gaming like 2-3 hrs straight! Else everything is as good as it can be at this price point! And yes the A-13 is fast!!!!,4,Positive
2182,Great product,5,Positive
2183,,4,Positive
2184,Wastage of money,1,Negative
2185,,4,Positive
2186,,4,Positive
2187,,4,Positive
2188,That is why rate got reduced sharply during sale,2,Negative
2189,,4,Positive
2190,iPhone is well known for slim and super platform for durability and shock proof,5,Positive
2191,,4,Positive
2192,Those who want compact small and handy device cn go for it,4,Positive
2193,"It is good for email surfing, browsing, couple of videos per day",4,Positive
2194,Camera quality is not superb ,3,Positive
2195, good in day lightVideo is extraordinary i can sayPerformance speed is tremendousBattery approx 1800mah is equivalent to 4000mah of other brands,5,Positive
2196,White color stand unique in crowd,5,Positive
2197,,4,Positive
2198, because black color become traditional for all mobile handsets,5,Positive
2199,,4,Positive
2200,Can go,5,Positive
2201,,4,Positive
2202,,4,Positive
2203,,4,Positive
2204,Average,3,Positive
2205,"It is Good,reliable and on-time delivery",4,Positive
2206,Superb,5,Positive
2207,"Phone is pretty good Camera, New processor ",4,Positive
2208,,4,Positive
2209,,4,Positive
2210, only drawback is Screen display,4,Positive
2211,,4,Positive
2212,,4,Positive
2213, they would have increased at least by ,3,Positive
2214,5 inch,5,Positive
2215,Very nice mobile,5,Positive
2216,Good Camera quality & good performance,4,Positive
2217,,4,Positive
2218,If you want it for long term for decent usage it is meant for you,3,Positive
2219,,4,Positive
2220,Mobile is very much goodNo charger and ear phones were provided ,5,Positive
2221,,4,Positive
2222,I phone se is best and value for money,5,Positive
2223,,4,Positive
2224,My first IPhone SE2020 superb nice & great/,5,Positive
2225,Very bad experience with Flipkart - Even though I have provided them screenshot on the social media - they have refused to give the product along with the accessories - I would not advise anyone to order through this site,1,Negative
2226,,4,Positive
2227,Awesome,5,Positive
2228,"This Apple product doesn't even require Review, because it's the Top-of-the-Line Premium Product &  believe me since 2016 iPhone 7 i was willing to buy, ",5,Positive
2229," this i got & believe me, friends, i'm a Android user from 2011 this first time when i used Apple iPhone i realized, why World goes Crazy for this, please if you have budget Go for it rather than Android, because",5,Positive
2230,,4,Positive
2231,"AFTER BUYING THIS, YOU WON'T REGRET IT",5,Positive
2232,1,5,Positive
2233, Built Quality,5,Positive
2234, User interface,4,Positive
2235, Software + Hardware integration,4,Positive
2236, Speakers,4,Positive
2237,,4,Positive
2238,,4,Positive
2239,,4,Positive
2240,,4,Positive
2241,My mosquito bat has 1100 MaH battery and this phone has 1850 MaH,5,Positive
2242, Hardly on optimisation we can get 6 to 9 hours of battery backup otherwise maximum of 4 hrs on a movie or a video call or a game,2,Negative
2243,"Nice product , value for money, great performance, cameras are mind blowing, batter little bit drain fastly while on youtube browsing (not an issue with other use)",4,Positive
2244, Highly recommend,5,Positive
2245,Amazing phone at reasonable price,5,Positive
2246,Charger and ear phone not included in this model,1,Negative
2247,I am using this phone from last 18 Months,5,Positive
2248,Everything is good about it except battery,4,Positive
2249,"I named it "" Don't touch me""Whenever you pick this phone for browsing it's battery decrease at a very high pace",1,Negative
2250,Overall good phone,4,Positive
2251,,4,Positive
2252,Nice product,4,Positive
2253,Good,4,Positive
2254,While buying it was written that earpod and charger are the part of this package ,1,Negative
2255, But no charger and earpod was in side the box not it was delivered in separate other box ,1,Negative
2256," It,s pathetic that you need to spend another 10 k to buy more ",1,Negative
2257, Feel cheated and thinking to return it ,1,Negative
2258, No support was also give from flip cart,1,Negative
2259,,4,Positive
2260, no phone call is received from them even after contacting them through chat ,1,Negative
2261, Very unprofessional,1,Negative
2262,Good,4,Positive
2263,Battery performance is very poor,2,Negative
2264,,4,Positive
2265,"Best phone under budget,Look at camera ",5,Positive
2266, Just wawo,2,Negative
2267,Good,4,Positive
2268,Phone is awesome,5,Positive
2269,The device looks good and attractive for the price,4,Positive
2270," Smart, Handy and cool mobile to have",5,Positive
2271,,4,Positive
2272,Looks good with apple symbol in middle ,4,Positive
2273,small phone ,3,Positive
2274, huge performance,5,Positive
2275,First time i order mobile  I am so happy with this product I  already have Iphones  Fast delivery and genuine product,5,Positive
2276,Really super,5,Positive
2277,IOS that fits into your palm,5,Positive
2278, Just compact and smooth to use,5,Positive
2279,,4,Positive
2280,This is the best budget smartphone for playing pubg,5,Positive
2281, I basically bought it for playing pubg,3,Positive
2282," Altough the battery is not good, all you need to do is play the game while charging so that no battery problem will occur",2,Negative
2283,,4,Positive
2284,Mobile good,4,Positive
2285, But delivery of flipkart is very bad,2,Negative
2286,,4,Positive
2287,Awesome,5,Positive
2288,Its seems small pa k ,3,Positive
2289, with big shot,4,Positive
2290,,4,Positive
2291,Good,4,Positive
2292,Battery waste,1,Negative
2293,Awesome!!,5,Positive
2294,Battery is draining soon,2,Negative
2295, Performance wise it's good,4,Positive
2296,Writing this review after 7 months of moderate use,1,Negative
2297, Only two sentences:Everything is okay,3,Positive
2298,Except battery,3,Positive
2299, You need to charge 4 times a day or more,1,Negative
2300, Not for gaming at all!,1,Negative
2301,I was very scared to order from online site,2,Negative
2302,But thankyou flipkart for keeping my trust,4,Positive
2303,The product was delivered on 3days and it was well packed,5,Positive
2304,"Now about the phone it's my first iphone so I liked it from camera ,,to display to everything,, till now I didn't find any issues,, battery is enough for me",5,Positive
2305,But the screen is little ,3,Positive
2306, small for those who habit of useing big screen will find little bit difficult at first,3,Positive
2307,But with time it wil okay🥰,3,Positive
2308,"This is my 4th iPhone and 1st Made in India iPhone, rest all are Assembled in China phones",5,Positive
2309, Biggest issue I see in this iPhone is its battery,1,Negative
2310," We all know that the battery backup of iPhone will be average, ",3,Positive
2311, this the the battery life itself is worst,1,Negative
2312," In less than 6months, the battery life approaches 90%",2,Negative
2313, It will hardly survive 2 years unlike other iPhone which could easily lasts for 4 years,2,Negative
2314,,4,Positive
2315,Good,4,Positive
2316,,4,Positive
2317,GOOD for old IOS users,4,Positive
2318,Awesome phone,5,Positive
2319,"During app calls, especially through WhatsApp,  for 1hour22mins it goes down from 100% to 58% literally",1,Negative
2320,"I've turned off the following 1)background internet usage of app, 2)auto brightness is off, 3)screen time is off, 4)auto lock set in 30 seconds,5)No gaming at all, not a single time, after all this that is what I've got as a result",1,Negative
2321,"If you don't touch the phone after 100%, it stays at 98% after 24hours",1,Negative
2322,"This is where it sucks alot, aka battery, all good features against this dropback",1,Negative
2323,,4,Positive
2324,,4,Positive
2325,,4,Positive
2326,"It is a great, durable, compact phone with a great camera, OS and performance",5,Positive
2327,Loved it!❤️,5,Positive
2328,Value for money phone,5,Positive
2329,Camera is amazing,5,Positive
2330,I got it this one for Rs,5,Positive
2331, 24250 on Big Billion Days,5,Positive
2332,Excellent phone under 30k as Iphone,5,Positive
2333, This one can be used for secondary phone along with oneplus 8T,5,Positive
2334,Value for money,5,Positive
2335,,4,Positive
2336,,4,Positive
2337,Nice product,4,Positive
2338,It’s too good!,3,Positive
2339,Superb,5,Positive
2340,"After a week of usage, battery life reduced drastically",2,Negative
2341," In a bare minimum scenario, where I am not doing any heavy lifting like playing games, recording etc",2,Negative
2342, Still battery life is not good at all,1,Negative
2343,,4,Positive
2344,"People are commenting battery is not upto mark,i dont know how they are using their phone because i am getting 6-7 hours of screen on time while using it for day to to activities and getting 5 hours of screen of time if iplay little bit of games in in my daily routine",3,Positive
2345,Worth of money,5,Positive
2346,"I don't know if it's just me, the Battery Health has dropped to 97% within a month",2,Negative
2347, I use the normal charger which I got in the box and the same cable too,5,Positive
2348, I charge it to 80% and don't let it run below 20%,2,Negative
2349, This is really weird,1,Negative
2350,Looks outdated on the outside indeed ,3,Positive
2351, it’s a beast inside,1,Negative
2352," Nevertheless feels premium ,Snappy processor with no lags at all",3,Positive
2353,,4,Positive
2354,This is a small beast,3,Positive
2355,,4,Positive
2356,,4,Positive
2357,,4,Positive
2358,,4,Positive
2359,,4,Positive
2360,good phone loved it,5,Positive
2361,Looks good! Performs good! Camera is soso! Battery is good,4,Positive
2362, Once a iphone user always a iphone user,5,Positive
2363, Back to iphone after oneplus and samsung,5,Positive
2364,,4,Positive
2365,Upgraded from iphone 5S to SE 2020 after 4 years and believe me I m not disappointed,5,Positive
2366," Touch it, feel it and fall for it",5,Positive
2367,"Excellent display, smooth transitions and gaming without any hiccups (thanks to A13 chip)",5,Positive
2368,  Love you iPhone!!!!!!,5,Positive
2369,good job,4,Positive
2370,Just Excellent,5,Positive
2371,,4,Positive
2372,,4,Positive
2373,,4,Positive
2374,,4,Positive
2375, Size is Small ,2,Negative
2376, Very Powerful Device,5,Positive
2377,,4,Positive
2378,,4,Positive
2379,,4,Positive
2380,,4,Positive
2381,Awesome Phone,5,Positive
2382,Best iPhone in apple small display ,5,Positive
2383, battery performance poor and best camera,2,Negative
2384,So cute iphone # good performance phone is on ; batter back up is on heavy users can use  10 hr on WiFi,4,Positive
2385,Nice and sleek,4,Positive
2386,,4,Positive
2387, biggest motivator is the a13 bionic chip,5,Positive
2388,Amazing camera 😘😘,5,Positive
2389,"Am not of a Iphone user being this my first Iphone, and earlier I have used Motorola one Power, Redmi 3S Prime and some of the battery efficient android phones, charge doesn’t t last much",2,Negative
2390," Iphone has it’s name over battery inefficiency, so can be ignored",1,Negative
2391," And since I had a screen size specific requirement, I have no regrets",5,Positive
2392," Shifting from Android to IOS, is a bit messy",3,Positive
2393, Overall performance of the phone is decent,3,Positive
2394, I feel I paid hefty for the brand image of Apple,2,Negative
2395,,4,Positive
2396,❤️❤️❤️❤️ fantastic phone,5,Positive
2397,,4,Positive
2398,"  camera , battery life is good 😊",4,Positive
2399,1st time using iphone Worst battery performance When mobile data on with in a hour Battery comes down from 100% to 10%Very worst battery performanceWhen data on mobile gets heating up lot,1,Negative
2400,The buyer is not genuine and harassed the customer till the end without any solution,1,Negative
2401,Sexy!! handy,5,Positive
2402,Awesome,5,Positive
2403,,4,Positive
2404,more than wat i expected,5,Positive
2405,,4,Positive
2406,m loving it,5,Positive
2407,Good for people who like compact phones,4,Positive
2408, Battery life is okay for a day to day work,3,Positive
2409,,4,Positive
2410,Battery is too week rest is all good,3,Positive
2411,Awesome 📱👈Iphone SE 2nd Generation (2020),5,Positive
2412,Thanks flipkart for this opportunity,5,Positive
2413,,4,Positive
2414,",Thanks 2 #BigBillionDay",5,Positive
2415,Genuine product to buy!,5,Positive
2416,Beyond expectations,5,Positive
2417,Nice Product at this Range,4,Positive
2418,Compact and powerful,5,Positive
2419,,4,Positive
2420,"Flipkart too much delayed for delivery, when ordering given one date then that day evening they changed another date and the second date also they should delivered late night 9",1,Negative
2421,00pm Very worst for flipkart delivery commitment,1,Negative
2422,Product very good this model phone I have bought this 3rd time,5,Positive
2423, Only the issue is flipkart delivery,3,Positive
2424,,4,Positive
2425,After using in less then 2 month battery health gone down by 2 %,1,Negative
2426,Phone battery create several issue ,3,Positive
2427," waste to buy not charged more then 87% its tuck during charging , sometimes its shows charges by 89 % and suddenly show 56%",1,Negative
2428,Phone performance is ok ,3,Positive
2429, battery  performance  is the worst thing in this time,1,Negative
2430,Camera is 😍,4,Positive
2431,"This is my first phone , and its a beast loved it",5,Positive
2432,Just go for it if you are not an heavy phone gamer,3,Positive
2433,Best chipset worst battery life ever,1,Negative
2434,This is the my first iPhone,5,Positive
2435, I’m very satisfied to use it because for the phone processor speed with 4G LTE I can download anything in minutes,5,Positive
2436, I can watch videos with almost every detail & video pictures quality is excellent,5,Positive
2437, Sounds quality also great,5,Positive
2438,I’m just love it…,5,Positive
2439,,4,Positive
2440,Value for money ❤️,5,Positive
2441,Best apple phone in this price rage,5,Positive
2442,Good performance,4,Positive
2443,great product Took at 25999/- value for money,5,Positive
2444,Loving it♥️,5,Positive
2445,Worth single penny all features are good ,4,Positive
2446, it do has a disadvantage because it has smaller battery  ,3,Positive
2447,ton iphone fans will definitely love it,5,Positive
2448,It's an average ios phone,3,Positive
2449,,4,Positive
2450,,4,Positive
2451,not ordinary or xtraordinary,2,Negative
2452, performance is equal with 35k android phone,5,Positive
2453, But 35k android phone give a @better battery backup,3,Positive
2454,Perfect phone I love it,5,Positive
2455,Finally happy with product,5,Positive
2456,,4,Positive
2457,"Review after using this phone for 2 monthsPros - Camera in day light is very goodPerformance is awesome, the phone doesn’t lags at allCons-Battery - the biggest issue with this phone is battery",2,Negative
2458, It doesn’t survives the entire day,1,Negative
2459," Also, note I am an average user and do not play Pubg or high end games",3,Positive
2460, But still the phone doesn’t survives the entire day,2,Negative
2461,"No night mode in camera, so low light pictures are not good",2,Negative
2462," If you click pictures after sunset, then this phone is not for you",1,Negative
2463, Pict,5,Positive
2464,,4,Positive
2465,,4,Positive
2466,,4,Positive
2467,phone is very good But small size ?,3,Positive
2468,"Nice small screen phoneWorks smoothly and battery last for a day of normal useBut it charges very fast, so no issues with battery",4,Positive
2469,Only 1 word : Awesome,5,Positive
2470,Design is awesome and one of the primary reason to buy,5,Positive
2471, But build quality have compromised as in one month the back galss got scraches ,2,Negative
2472, its ok and vary from user to user,3,Positive
2473,Camara is best in this price ,5,Positive
2474, if you use it it eats battery like hell which I dont liked,2,Negative
2475,Gamming is also good ,4,Positive
2476, again eats battery not good If you play games more often you need to charge it,2,Negative
2477,In my opinion I am not happy as my usage remains same for old iPhone SE  and new iPhone SE 2020,2,Negative
2478, If you need a phone and y,3,Positive
2479,,4,Positive
2480,,4,Positive
2481,,4,Positive
2482,"I ordered the black colour, ",3,Positive
2483, the back side is dark grey and not black,2,Negative
2484, No other complaints,4,Positive
2485, Best phone if you want a small phone that does everything,5,Positive
2486,,4,Positive
2487,Awesome mobile for one handed user,5,Positive
2488, Battery is not to bad,4,Positive
2489, Performance is too good,2,Negative
2490, Thanks to apple and flipkart,5,Positive
2491,Awesome product 😍😍,5,Positive
2492,The phone is very fast and good for an average user,4,Positive
2493, My only problem with this is the charger that came in the box,3,Positive
2494, It feels very flimsy and plasticky compared to the smooth and premium feeling that the phone gives,2,Negative
2495, I also wish the camera had portrait mode for objects too,3,Positive
2496," But, overall excellent value for money!",4,Positive
2497,Great product as usual,5,Positive
2498, Good for a days use,4,Positive
2499, Need a fast charger with it to get the best performance in short time,4,Positive
2500, There’s nothing to complain except battery performance,4,Positive
2501,,4,Positive
2502,Nice phone,5,Positive
2503,,4,Positive
2504,,4,Positive
2505,,4,Positive
2506,One of the best phone I have ever seen ❤️😍😍,5,Positive
2507,I have been using the iPhone se 2020 for close to a week now and I am super happy with the experience,5,Positive
2508," As you might have seen in multiple reviews of the device, the battery life is a setback",3,Positive
2509, But the battery easily lasts for a day with a good amount of gaming and video streaming and that works for a user like me,3,Positive
2510,,4,Positive
2511,"Indeed so much to love, 😍",5,Positive
2512,The phone is super except for the battery which is not good,3,Positive
2513,awesome phone worth it to buy,5,Positive
2514,,4,Positive
2515,"In Simple word, Can say WOW!!!What a Camera, In-build Quality & Performance",5,Positive
2516,"Every once says battery is a hitch, Obviously if any one perform well then their energy level drains",2,Negative
2517,"Iphone SE 2020 is a super performer, So definitely energy (battery) drains",5,Positive
2518, You have to charge,1,Negative
2519,Go for it,5,Positive
2520,Fantastic product,5,Positive
2521, Long lasting,5,Positive
2522, Longer updates you will get,3,Positive
2523,  Get it now,5,Positive
2524,,4,Positive
2525,After long time i changing my iPhone 5s to SE,5,Positive
2526, worth for money,5,Positive
2527, I don’t see any battery problem as well,3,Positive
2528,,4,Positive
2529,Nice mobile,5,Positive
2530,"Coming from an iPhone 6, this one feels like heaven regarding performance",5,Positive
2531, Red should’ve been more vibrant,3,Positive
2532, Not for night photography,2,Negative
2533, And also the image stabilisation is not good,2,Negative
2534, Valuable for money though 👍🏽,3,Positive
2535,Product is good,4,Positive
2536,,4,Positive
2537, ,4,Positive
2538, pay on delivery option does not accept card/paytm/googlePay payment,1,Negative
2539,!! This is not very much convinience for customer,2,Negative
2540, Flipkart should also implement Paytm/GooglePay option in case of  pay on delivery situation,4,Positive
2541,,4,Positive
2542,Battery work like 4500 mah and camera is awesome,5,Positive
2543,Received iphone se 2020 after 10 long days,1,Negative
2544,Initially battery was being discharged very fast ,2,Negative
2545, after a day or two with some settings done everything seems ok as of now,3,Positive
2546,No comparison of other phones with iphone,3,Positive
2547, Worth a buy,5,Positive
2548, Got at Rs,1,Negative
2549," 38,800 after HDFC credit card instant discount",1,Negative
2550,I will purchase one more for myself and one again for my daughter,5,Positive
2551,"Absolutely amazing in all aspects,battery will be the only thing u should think",5,Positive
2552,flipkard service always good,5,Positive
2553,I am fully satisfied after getting the iphone se 2020in my Hand what I was expecting,5,Positive
2554,,4,Positive
2555,,4,Positive
2556,,4,Positive
2557,Ultimate cell phone,5,Positive
2558,👍👌😍😊,5,Positive
2559,Shifted from Android to iOS,5,Positive
2560, Do not think twice before buying it,1,Negative
2561," I was very skeptical initially, was confused between Oneplus and SE 2020, ",2,Negative
2562, i haven't regretted for a single moment,5,Positive
2563," Size is very comfortable to hold and unlike the general perception, battery does last long",4,Positive
2564, Especially for an average user( 5-6 hours of screen time) battery will never be an issue,3,Positive
2565," Also, camera quality is very good",5,Positive
2566,,4,Positive
2567,Best phoneiPhone is iPhoneAwesome performance,5,Positive
2568,Phone is ok ,3,Positive
2569, the delivery service is bad ,1,Negative
2570, Packing was bad,1,Negative
2571,Premium design excellent performance,5,Positive
2572,This is my first I-phone and I am really happy for switching android to iPhone,5,Positive
2573,value for money,5,Positive
2574,,4,Positive
2575,display is  awesome,5,Positive
2576,,4,Positive
2577,specially u will love this product if u r used to with small display phones,5,Positive
2578,,4,Positive
2579,Incredible,5,Positive
2580,,4,Positive
2581,,4,Positive
2582,,4,Positive
2583,,4,Positive
2584,,4,Positive
2585,!!!!The best phone to go for at an affordable price and far more interesting featired,5,Positive
2586,,4,Positive
2587,"Received in 2 days! Excellent delivery by Flipkart! About the phone, needless to say it is an Apple",5,Positive
2588, I rest my case there,4,Positive
2589,,4,Positive
2590,Worth,5,Positive
2591, Take it,5,Positive
2592,,4,Positive
2593,It’s look like iPhone 6  and when you touch the home ,3,Positive
2594,"ton it’s feel hard and when you turn on speaker during call it will vibrate and even playing the candy crash, Not for worth for money, camera was good ",2,Negative
2595, battery was worst if you are using continuesly it will try with in 6 hours,2,Negative
2596,,4,Positive
2597,First time i using this only three days is over and my feedback is -I don't know why i moved on from Android to iOS! Battery performance is too much poor on this device and battery draining too much and heating within 5 minutes after entering videos calling or meeting,1,Negative
2598, Maximum three hours can use,3,Positive
2599, Totally waste of money thinking for exchange,1,Negative
2600,"I’m using iPhone SE 1st gen since 5 years and was waiting for SE2 since a long time! It’s nice upgrade when you’re a fan of SE! Design, performance, interface is obvious apple standard so no need to mention anything in detail!",5,Positive
2601,Bettery backup is very bad,2,Negative
2602,I trusted and brought this product,5,Positive
2603," But this phone battery is draining very fast,even not withstanding 2 hour back up",2,Negative
2604, No solution from apple product support team,1,Negative
2605, This phone is waste of money,1,Negative
2606,,4,Positive
2607,Wonderful performance with disgusting battery health! After 7 days use it’s showing 92% battery health,1,Negative
2608, The battery lasts maximum 3 hours screen on time,2,Negative
2609, Don’t buy it!,1,Negative
2610,"Amazing phone if you want to get into the ""Apple Ecosystem""",5,Positive
2611,If you need a secondary phone then it is definitely a no brainer! Just Buy! Great IOS experience! And yes,5,Positive
2612,,4,Positive
2613,,4,Positive
2614,,4,Positive
2615,You have to buy a charger separately🙂,5,Positive
2616,Lovely phone ❤️📱,5,Positive
2617,Value for money,5,Positive
2618,As usual apart from the battery the phone is worth it,4,Positive
2619,,4,Positive
2620,My first ever iPhone,5,Positive
2621,I was planning to buy an iPhone since iPhone 3G😂😂,5,Positive
2622,"Other phone may have 108mp quad cam,12gb ram,600ppi,1200nits, 6",3,Positive
2623,7inch display and bla bla ,5,Positive
2624,,4,Positive
2625,,4,Positive
2626,,4,Positive
2627,Its not even having half of it,2,Negative
2628,,4,Positive
2629,It’s not just a phone it’s an iphone and love it,5,Positive
2630,,4,Positive
2631,,4,Positive
2632,Performance wise it’s a beast,5,Positive
2633, Check antutu,5,Positive
2634,,4,Positive
2635,My first Iphone purchase,5,Positive
2636,,4,Positive
2637,and what u get is a small screen phone and a small battery back up,5,Positive
2638,,4,Positive
2639,Is it worth?I think,3,Positive
2640,,4,Positive
2641,as of now yes,5,Positive
2642,,4,Positive
2643,,4,Positive
2644,"Camera is great,Phone works smooth,superb display",5,Positive
2645," Still working out lot of things,let’s see ",4,Positive
2646,,4,Positive
2647,,4,Positive
2648,,4,Positive
2649,some photos I clicked,3,Positive
2650,,4,Positive
2651,it’s not all camera,1,Negative
2652,,4,Positive
2653,the weather was stunning,4,Positive
2654,Worst product,1,Negative
2655, Apple's quality of this product is poor by any standard,1,Negative
2656, It has manufacturing defects,1,Negative
2657, The sound output is bad,2,Negative
2658, It is a pain to operate apple software,1,Negative
2659, It is inferior to Android,2,Negative
2660, Don't even buy,1,Negative
2661, Its accessories are overpriced,2,Negative
2662, So never ever buy an apple product,1,Negative
2663, Its overhyped,2,Negative
2664, It offers a quality that has deteriorated significantly over the past 5 years,4,Positive
2665, AVOID !!!,1,Negative
2666,Awesome beauty,5,Positive
2667,,4,Positive
2668,Before buy this phone,1,Negative
2669,,4,Positive
2670,,4,Positive
2671, Just read the following drawback,1,Negative
2672,,4,Positive
2673,,4,Positive
2674,1,5,Positive
2675,"Display is the worst part of this phone, so much tiny, and not good display as Amoled",1,Negative
2676, It's just an bad LCD display,1,Negative
2677,Battery Life too much worst,1,Negative
2678, If you play pubg for 1hour It's drop 75%😭,1,Negative
2679," For daily normal use, It's last only for 3",3,Positive
2680,5 hour,5,Positive
2681,,4,Positive
2682,,4,Positive
2683, Don't expect much from 1800Mah approx battery,3,Positive
2684,RAM  managements is not good at all,1,Negative
2685, It kill the heavy graphics application,2,Negative
2686, Its not avoidable in the price range 40K,2,Negative
2687,I feel processor is,3,Positive
2688,,4,Positive
2689,,4,Positive
2690,,4,Positive
2691,"The performance of the phone is next level, with A13 Bionic chip super se uper ",5,Positive
2692," the phone's battery life are very disappointing, phone ki battery life khuch achi nhi hai pubg khelte samay 2 ghante mai phone switch off ho jata hai",1,Negative
2693, Aur display bhi khuch jada hi choti hai dhire dhire ap used to ho jaoge magar battery very down side,1,Negative
2694,,4,Positive
2695,Good prouduct and battery is very poor,3,Positive
2696,Ultimate camera I click front and back camera photos and performance is also supper I compared with iPhone 8 which I used perversely 🔥🔥🔥😍,5,Positive
2697,Huge disappointmentDo not spend your money just for apple logo,1,Negative
2698," Small screen, half day battery life, average camera, no customisation",3,Positive
2699, Go buy some value for money android phone until you can afford a real iPhone,3,Positive
2700,,4,Positive
2701,Thanks 😊 flipkart A1 performance 🤩Camera quality is great 😌 like dslr photo,5,Positive
2702,Phone keeps turning off,1,Negative
2703,,4,Positive
2704,,4,Positive
2705,it's only been a day since I bought my phone,3,Positive
2706,I bought 10 days before,1,Negative
2707,,4,Positive
2708, battery life is just 2 hours,1,Negative
2709,,4,Positive
2710,Worst experience buying this phone,1,Negative
2711,"Don't buy any product from Flipkart, they are least supportive it you are in trouble with your purchase with Flipkart",1,Negative
2712, Bad experience,1,Negative
2713,,4,Positive
2714,Waste mobile please don’t waste ur money after receiving my phone battery performance is not at all good just for normal use also it will drain so fast and it’s showing return ,1,Negative
2715, it’s not true Flipkart will not bother about our complaint only No use and no help Please don’t buy,1,Negative
2716,Don’t ever switch to iPhone from Android,1,Negative
2717,,4,Positive
2718,,4,Positive
2719, I hate it already,1,Negative
2720,,4,Positive
2721,,4,Positive
2722,,4,Positive
2723," This low cost phone is the trap into iPhone ecosystem, and never make any justification",1,Negative
