Review Title,Review Text
"Excellent, worth buying.","I am writing this review after more than a months usage, so here are my observations and findings.1. Excellent OS, super fast A13 chip no lag at all. Nice animations, highly customization now with ios 14.1 update. It will amaze you.2. Superb display especially when you zoom a picture it retains its pixels, awesome.3. Amazing 4K video at 60 FPS, absolutely amazing clarity.4. Very good speakers.5. Very light weight infact you wont feel its in your pocket.6. Camera is great with good clar..."
Did not meet expectations,Users shifted from android to iphone may feel not worthy. In this price range we will get better phone in android   But Only satisfactory thing is the Brand and durabilityPerformance is goodSome automation functions are goodCamera AvgFast charging is plus from 20 to 70 % it took 30 to 40 min but to get 100% it took another 2 hoursI liked the size of the mobile so i choose thisThe below review is after 5 months of useMobile look was quality is good but it is too sensitive it got stopped...
Good choice,they took a lifetime to deliver but the phone is a masterpiece.
Mind-blowing purchase,Display and performance are very good. Handy to use and comfortable to keep in our pockets. Battery is the only drawback I face with this mobile. Apple could have been increased its capacity to little more to bare with latest generation.
Best in the market!,Super
Really Nice,powerful processor excellent camera But battery  backup  average
Pretty good,"I was using iPhone 6s earlier. So for me this phone is not an upgrade as such because the features are almost the same in both phones. Only in iPhone SE there is dual sim and front camera is of 7MP. Still I’m loving this phone. It has got a decent battery life (as compared to iPhone 6S) and the look and feel of this phone, especially in red colour is awesome. The camera and phone performance obviously are good as with all iPhones. For first time iPhone users, this should be the best phone to ..."
Just wow!,Pros :Excellent performanceZero lags Good software supportExcellent cameraBetter / stable apps compared to androidCons :Mediocre battery lifeNote: display is good enough for a 4.7'' phone. No pixelationIt can run all the demanding games and can take really good pics .  The only thing you need to understand is that for a heavy user the battery will last from 10 am - 4 pm
Super!,"Apple products are the best designed and architected devices with leading industry standards.this one is best for casual use. one of the fastest devices in this price range.Overpriced as per tech experts.The battery is best in ios devices. The camera is average but you can click stunning pics in Daylight. You can Opt for these Devices if your use is decent.If you love Android Os and Chinese phones such as Redmi, one plus then don't buy this one. Sometimes it is difficult to adjust indu..."
Mind-blowing purchase,"Pretty good device for the offer price, not that great battery life, everything else is top notch."
Could be way better,It is fully hawa Naz phone . Back bottom on top so it is not comfort to easy back chapare to other phone.Charger need to be commonized Battery need to be increase
Good,"I had no other option so opted for this as I have been using iPhone for the past 12 yrs now. People who love to be on most of the time(gaming n browsing), this piece is not good for you as battery still sucks. Music lovers you can have a superb feel on speaker as apple has got it better than previous ones."
Awesome,Apple is very nice but battery life not bad and Flipkart  very wonderful support and delivery nice payment very fast thank you so much Flipkart very useful every time good keep going my support anytime thank you sir
Wonderful,"Everything is excellent about this phone. Compact size, nice bright display, superb performance. Except for the battery. It hardly covers entire day. But over the time battery performance improved a little as it understands the usage."
Good small handset,"This is perfect phone for the people who like small mobiles. Camera and Sound Quality is good. Battery could be better. No dedicated headphone jack like old SE , Charging cable cant be used directly to charge on laptop USB as it doesn't  have USB supported cable. For headphone/earphone and charging cable you need to buy connector from the market as it wont support your old charger and earphones .Apple needs to increase the battery power of this mobile"
Just wow!,"Performance and camera is great. Screen is about mediocre. Battery is really bad and hardly gets to the end of the day if charged in the morning. This is a good buy if you’re low on budget and you get a great deal. Looks very neat and attractive though. Go for the black color if you’re in doubt, though it’s more grey than black but looks very classy. About a month now and had no issues apart from small battery."
Super!,A good budget phone from Apple. A powerful machine at a reduced price. Owner”s pride neighbours envy. Easy to handle and the traditional looks of an I Phone gives a feel good factor.
Simply awesome,Working awesome. I got this phone for 25 k during big billion days. Camera quality is awesome.Playing free fire from past few days. No hanging ..A little heat yet it got resolved after making some settings changes.
Nice product,Its a little beast
Worth the money,"Except for battery performance, everything is fine with this."
Terrific,The overall product feels premium and nice!! The device has a compact size but the bezels feels kinda outdated !!! But still the performance it gives is next level and can’t be compared to any other device!!! Not for gamers though..!! The screen size is extremely small for gaming and battery life is also only for casual users and not for heavy users!! Battery will last on a average use around for 5 to 6 hours!!! Overall it’s a great product !!!
Simply awesome,Great phoneI got it for my daughterTotally satisfied with the price
Fabulous!,Good
Terrific purchase,"Nice,but battery life is very short"
Highly recommended,As apple mobiles are excellent in use. this is also one of them
Just okay,Heating issue
Good quality product (1 months usage),Except for the battery I am happy with the phone. Everything is good. and this is my first ever i phone. So once you get adapted you wont go back.
Terrific purchase,"I’m pretty much satisfied with my purchase of this phone. For all those commenting on the battery life of this phone , it gives a decent 9-10 hrs backup after a full charge which is normally acceptable if u are not a phone frenzy."
Very Good,Charging point issue. Phone is not getting charged so I had to go service centre. Disapointed.
Just wow!,Awesome
Value-for-money,"Charger should have been provided. Although mentioned on the website that this box is without charger, it would have been better if they would have added a fast charger. Makes no sense buying the car without keys."
Terrific,Best performance in small size ❤️✌️
Fabulous!,"The reasonable apple one can afford and fulfill there dreams,definitely after using it realised the difference of apple with my other phone"
Great product,Great product
Must buy!,Nice
Does the job,Billing not currently
Awesome,Awsome
Fabulous!,"Excellent. I wanted a handy phone with a good processor. After iPhone SE first version, I opted to go for this model. 12 mini was out of my budget."
Must buy!,"Excellent purchase. I wished for a iPhone since long time and finally I purchased one. Camera, speakers, performance.... everything is excellent. It's screen mirroring is in different level and it has more capability compare to android. You can even mirror jiotv and airtel extreme with it which is impossible in android It's the best"
Terrible product. Battery health dropped to 97% in 15 days,This is the worst apple product ever. I ordered Iphone SE with power adapter and headset but Flipkart sent me without Adapter. Their customer care told I placed the order and did not check while ordering.I had to order adapter with another 2000. I got the adapter from apple. Sad part is in just 15 days of use and hardly 16 to 18 charging cycle my batter health is now showing as 97%. Called apple care and they are telling it is normal. Seems apple is manufacturing less quality products and se...
Moderate,Facing battery issue.Only 4 hrs of battery backup.
Great product,I have been using iPhone earlier as well. This one is more brilliant phone with high performance speed and i love the perfect size of the phone
Terrific,"If you don't know the benefits of the Apple ecosystem, this is the phone to introduce you to it and if you use it properly, you will never go backIt's (comparatively) reasonably priced. In fact given it's processor which is the same as one in iPhone Pro which costs more than a lakh plus Apples' updates thay go on for 5-6 years, it's probably better value than most ""cheaper"" phones out there.The camera is great and Touch ID in this age of mask wearing is perfect. Cons - battery isn't as ..."
Just wow!,Great phone at this range (33k for 128gb). Phone is a powerhouse though it looks cute and small. Cons - can feel vibration on screen when u play high bass music. It seems that's applicable for all slim iphones without audio jack.
Terrific purchase,"Amazing camera, battery power is good."
Highly recommended,I can't express in words .means that mind-blowing amazing I love it💕💕
Terrific,good
Simply awesome,Good mobile
Unsatisfactory,Got full chaina product. After pay game having heating issue everytime. Very disappointed with this product
Nice product,Battery back up is very low
Value-for-money,Not for heavy users…works flawlessly.
Excellent,"Shooting in 4K is like very cinematic. I get a screen time of 6 hours. I use Instagram, some trading apps and switching on hotspot gives a decent battery. Just go for it if you want to buy. Add on 20W charger to your cart. It charges 50% in 30 min.. Super cool to use this little monster.."
Value-for-money,"Greatest phone for who looks for power in a compact form! Camera is outstanding, Check the samples."
Good quality product,Best🥰🔥😎
Awesome,"Wanna small,handy, cute phone ? Just go for it. Not for gamer's, but for simple usage and premium class phone."
Mind-blowing purchase,Good product as expected.
Fabulous!,"Fantastic product, i really love it."
Wonderful,Amazing camera super iphone se
Best in the market!,Happy to buy this phone and no regret. Great camera performance.
Fabulous!,Awesome camera phone 📲
Worth every penny,"What a great buy. I'm so glad I didn't fall for bad battery reviews by some teenagers. If you don't play games then this phone can last you 5-6 hours SOT!For me its giving me 5 hours SOT with lots of whatsapp, spotify, twitch and youtube.If you got a 9 to 5 job and don't play games then this is the phone for you!"
Simply awesome,IOS that fits into your palm. Just compact and smooth to use.
Great product,My 2nd iPhone 🥰❤️ I just love it💖
Perfect product!,Performance-----4. 9Camera-------------4. 5Battery--------------3. 5I think iPhone se 2020 is best budget king apple flagship phone todays market... Battery was decent.. Very light and completed.. Best quality
Classy product,Best in the world
Worth every penny,Amazing phone with below reasonshandy screen seizegood cameragood Batteryvery handy Seizeworks seamlessly with macbook pro- for calls and messages.Fast enough.6months apple music free1 year apple tv freeDual Sim (1-esim/1Sim)Buy neuralcam for night photos
Worthless,"Less than one star-  or Less than zeroServices of E Cart , CCE & Seniors support system also less than zero.Worst to worst system of Flipcart & E Cart & never seen in the career of my 28 years of job.Fully frustrated from Flipcart & courier E Cart.Never recommend Flipcart from today onwardsThink about a lot before purchasing from Flipcart.Irresponsible person/ staff of Flipcart & E Cart. only one objective how can we harrase the customers."
Terrific,Owasome and so handy
Value-for-money,Got in good price in big billion day. Overall performance is good but battery backup is not satisfied.
Excellent,Loved it totally ❤️
Terrific,superub product ... i love this camera quality is awsomepotrait mode is fantastic performance is good
Good quality product,A13 is lit. If you have the love only for a camera then only buy iPhone 11 otherwise this is the king without kingdom..
Terrific purchase,One of the best phone I had ever.. I was hesitating to purchase since iPhone i never used before but after buying this phone I am totally in love with this...
Simply awesome,I was waiting for the device for too long time. Finally got it and it feels GOOOOD... Although the battery life isn't too much but still i loved the model... Performance : AwseomeCamera : GoodBattery : Average
Awesome,Good one
Terrific,Small phone huge performance. But rate is little bit high in India. Battery is okay. Overall performance is great
Super!,Upgraded from first generation to second.
Classy product,Quality of apple feels in hand properly distinct from other smartphones . Also very fast Hats off to A13 Bionic .
Great product,Handy sizeStunning performance Outstanding camera quality
Terrific,Perfect in size and performance And nothing can beat iPhone’s camera 👌
Pretty good,Overall Good except display and battery
Worth every penny,Top
Worth the money,"Performance is blazing fast, but battery is kinda okay compared to iphone 11 but it does the job. And no power adapter and earphone and also the cable is Lighting to C where there will be no usb cable which is major concern but rest everything is perfectly fine. If you're an average user just go for it."
Moderate,Heating issues even after latest update and rapid battery drain
Terrific,Nice Phone 👍👌
Decent product,good.. battery worst
Mind-blowing purchase,Simply Awesome
Value-for-money,"it’s a beast performance wise. period.Just go for it if bezels and small screen size doesn’t concern you. I like the screen size though, it’s not at small, it’s perfect and easily comes in hand perfectly.if you are switching from android, initially you may not like but after few days you will know why there is so much hype about apple. I am never going back to android."
Brilliant,"This has been one of the best variant including features that are a mixture of the other variants of  iPhone. This 5 rating is just for the phone. The only problem I had was the delivery of the product. I received my product after 15 days, so a lot disappointed from Flipkart services and their team. Horrible services. For flipkart services I would rate in negative. Also majorly, a special note to people. If u feel u should not remove the plastic since it’s a new phone, I would recommend..."
Waste of money!,Wasted Battery!It does not even last of 5 hours of using 4G internet that too on single sim.Apps get force closed!Totally disappointed
Highly recommended,Best 1 with a cool design and development.good processing as well as gud camera.
Terrific purchase,Amazing product. Bought for my wife and myself. We are very happy to see the performance of this phone.
Fabulous!,Good
Delightful,nice phone
"So much to love, so little to hold❤️","So much to love, so little to hold❤️. It will be the best choice for the one who likes to have a midrange budget flagship.The battery won’t last for a day. After unboxing, the iPhone had an 80% charge. I got nearly 3hr of screen on time. Screenshot attached.Speakers are loud enough. The audio quality is good.The screen is bright.Nothing more to say, but an iPhone 8 with iPhone 11 character."
Excellent,"The most awaiting phone in this year,It is handy and light , the processor is 🔥,Perfect phone for this budget, if you want to switch to ios.Camera is also great..the speaker is amazing ..Don't think again, make the move and purchase it😃"
Classy product,I just bought this phone because of its slimness 🤣😂.... Are u also here just to buy it because of its slim body and extreme features then like this review and purchase it👌
Mind-blowing purchase,Battery could have been better ... Rest all worth for money
Super!,Nice Product. Best camera ever.
Super!,Its worthy. Its very good option for those who prefers small phone in size but beast in operation. Night photo is awesome.
Must buy!,Nice apple iPhone
Does the job,Pros:Camera promising Phone speed is goodCons:Over heating when Personal hotspot is ONBattery draining quickly for few hours of usageTakes 2 hours to charge fullyIf you are Ok with this cons go for it. Other than this mobile performing well.
Mustbuy best in class. rugged build quality best for parents,classy product i loved it. I hope my kids will not be able to break this phone thanks to flipkart and apple planning to buy one more for my wife❤❤❤❤❤❤❤
Pretty good,Except battery everything in this phone is great.These are some pictures not edited just raw.
Wonderful,"I had been used iPhone 6,6s,7 and 7 plus but this was next level. Worth for money"
Awesome,Awesome Look :5/5Battery : 4/5Camera : 5/5
Must buy!,This white colour is something you might not expect to be good!!! And also the battery is not such a big issue it fine if don’t do too heavy gaming like 2-3 hrs straight! Else everything is as good as it can be at this price point! And yes the A-13 is fast!!!!
Brilliant,Great product.
Horrible,Wastage of money....That is why rate got reduced sharply during sale.
Highly recommended,"iPhone is well known for slim and super platform for durability and shock proof..Those who want compact small and handy device cn go for it.It is good for email surfing, browsing, couple of videos per day.Camera quality is not superb but good in day lightVideo is extraordinary i can sayPerformance speed is tremendousBattery approx 1800mah is equivalent to 4000mah of other brands.White color stand unique in crowd.. because black color become traditional for all mobile handsets..Can go..."
Worth the money,Average
Terrific purchase,"It is Good,reliable and on-time delivery"
Mind-blowing purchase,Superb
Classy product,"Phone is pretty good Camera, New processor ... only drawback is Screen display... they would have increased at least by .5 inch"
Fabulous!,Very nice mobile.Good Camera quality & good performance.
Good choice,If you want it for long term for decent usage it is meant for you.
Mind-blowing purchase,Mobile is very much goodNo charger and ear phones were provided .
Worth the money,I phone se is best and value for money.
Super!,My first IPhone SE2020 superb nice & great/
Flipkart is cheating with their customers,Very bad experience with Flipkart - Even though I have provided them screenshot on the social media - they have refused to give the product along with the accessories - I would not advise anyone to order through this site.
Simply awesome,Awesome
Wonderful + Fabulous + Amazing + Handy,"This Apple product doesn't even require Review, because it's the Top-of-the-Line Premium Product &  believe me since 2016 iPhone 7 i was willing to buy, but this i got & believe me, friends, i'm a Android user from 2011 this first time when i used Apple iPhone i realized, why World goes Crazy for this, please if you have budget Go for it rather than Android, because..AFTER BUYING THIS, YOU WON'T REGRET IT.1. Built Quality.2. User interface.3. Software + Hardware integration.4. Speakers...."
Expected a better product,My mosquito bat has 1100 MaH battery and this phone has 1850 MaH. Hardly on optimisation we can get 6 to 9 hours of battery backup otherwise maximum of 4 hrs on a movie or a video call or a game
Fabulous!,"Nice product , value for money, great performance, cameras are mind blowing, batter little bit drain fastly while on youtube browsing (not an issue with other use). Highly recommend"
Wonderful,Amazing phone at reasonable price
Hated it! Charger and ear phone not included in this model.,Charger and ear phone not included in this model
Delightful,"I am using this phone from last 18 Months.Everything is good about it except battery.I named it "" Don't touch me""Whenever you pick this phone for browsing it's battery decrease at a very high pace.Overall good phone."
Good choice,Nice product
Good,Good
Hated it!,"While buying it was written that earpod and charger are the part of this package . But no charger and earpod was in side the box not it was delivered in separate other box . It,s pathetic that you need to spend another 10 k to buy more . Feel cheated and thinking to return it . No support was also give from flip cart.. no phone call is received from them even after contacting them through chat . Very unprofessional"
Terrific purchase,Good
Decent product,Battery performance is very poor.
Awesome,"Best phone under budget,Look at camera . Just wawo"
Good quality product,Good
Wonderful,Phone is awesome
Good quality product,"The device looks good and attractive for the price. Smart, Handy and cool mobile to have."
Really Nice,Looks good with apple symbol in middle .small phone but huge performance
Awesome,First time i order mobile  I am so happy with this product I  already have Iphones  Fast delivery and genuine product
Super!,Really super
Simply awesome,IOS that fits into your palm. Just compact and smooth to use.
Fabulous!,"This is the best budget smartphone for playing pubg. I basically bought it for playing pubg. Altough the battery is not good, all you need to do is play the game while charging so that no battery problem will occur."
Nice product,Mobile good. But delivery of flipkart is very bad.
Fabulous!,Awesome
Fabulous!,Its seems small pa k but with big shot.
Worth the money,Good
Moderate,Battery waste
:),Awesome!!
Horrible,Battery is draining soon. Performance wise it's good
Does the job,Writing this review after 7 months of moderate use. Only two sentences:Everything is okay.Except battery. You need to charge 4 times a day or more. Not for gaming at all!
Fabulous!,"I was very scared to order from online site.But thankyou flipkart for keeping my trust.The product was delivered on 3days and it was well packed.Now about the phone it's my first iphone so I liked it from camera ,,to display to everything,, till now I didn't find any issues,, battery is enough for me.But the screen is little but small for those who habit of useing big screen will find little bit difficult at first.But with time it wil okay🥰"
Bad quality,"This is my 4th iPhone and 1st Made in India iPhone, rest all are Assembled in China phones. Biggest issue I see in this iPhone is its battery. We all know that the battery backup of iPhone will be average, but this the the battery life itself is worst. In less than 6months, the battery life approaches 90%. It will hardly survive 2 years unlike other iPhone which could easily lasts for 4 years."
Just wow!,Good.
Mind-blowing purchase,GOOD for old IOS users
Awesome,Awesome phone
Just okay,"During app calls, especially through WhatsApp,  for 1hour22mins it goes down from 100% to 58% literally.I've turned off the following 1)background internet usage of app, 2)auto brightness is off, 3)screen time is off, 4)auto lock set in 30 seconds,5)No gaming at all, not a single time, after all this that is what I've got as a result.If you don't touch the phone after 100%, it stays at 98% after 24hours.This is where it sucks alot, aka battery, all good features against this dropback..."
Just wow!,"It is a great, durable, compact phone with a great camera, OS and performance.Loved it!❤️"
Best in the market!,Value for money phone
Worth every penny,Camera is amazing
Fabulous!,I got it this one for Rs. 24250 on Big Billion Days.Excellent phone under 30k as Iphone. This one can be used for secondary phone along with oneplus 8T
Worth every penny,Value for money..
Very Good,Nice product
Simply awesome,It’s too good!
Super!,Superb
Not recommended at all,"After a week of usage, battery life reduced drastically. In a bare minimum scenario, where I am not doing any heavy lifting like playing games, recording etc. Still battery life is not good at all."
Just wow!,"People are commenting battery is not upto mark,i dont know how they are using their phone because i am getting 6-7 hours of screen on time while using it for day to to activities and getting 5 hours of screen of time if iplay little bit of games in in my daily routine"
Simply awesome,Worth of money
Battery Health dropped to 97% in 30 days!,"I don't know if it's just me, the Battery Health has dropped to 97% within a month. I use the normal charger which I got in the box and the same cable too. I charge it to 80% and don't let it run below 20%. This is really weird"
Must buy!,"Looks outdated on the outside indeed but it’s a beast inside. Nevertheless feels premium ,Snappy processor with no lags at all."
Brilliant,This is a small beast.....
Super!,good phone loved it
Wonderful,Looks good! Performs good! Camera is soso! Battery is good. Once a iphone user always a iphone user. Back to iphone after oneplus and samsung.
"Come, Let's Fall in Love Again!","Upgraded from iphone 5S to SE 2020 after 4 years and believe me I m not disappointed. Touch it, feel it and fall for it.Excellent display, smooth transitions and gaming without any hiccups (thanks to A13 chip).  Love you iPhone!!!!!!"
Worth every penny,good job
Super!,Just Excellent..... Size is Small but Very Powerful Device....
Super!,Awesome Phone
Delightful,Best iPhone in apple small display but battery performance poor and best camera
Value-for-money,So cute iphone # good performance phone is on ; batter back up is on heavy users can use  10 hr on WiFi
Must buy!,Nice and sleek.. biggest motivator is the a13 bionic chip
Worth every penny,Amazing camera 😘😘
Worth the money,"Am not of a Iphone user being this my first Iphone, and earlier I have used Motorola one Power, Redmi 3S Prime and some of the battery efficient android phones, charge doesn’t t last much. Iphone has it’s name over battery inefficiency, so can be ignored. And since I had a screen size specific requirement, I have no regrets. Shifting from Android to IOS, is a bit messy. Overall performance of the phone is decent. I feel I paid hefty for the brand image of Apple."
Decent product,"❤️❤️❤️❤️ fantastic phone..  camera , battery life is good 😊"
Terrible product,1st time using iphone Worst battery performance When mobile data on with in a hour Battery comes down from 100% to 10%Very worst battery performanceWhen data on mobile gets heating up lot
Utterly Disappointed,The buyer is not genuine and harassed the customer till the end without any solution
Awesome,Sexy!! handy
Just wow!,Awesome..more than wat i expected..m loving it
Pretty good,Good for people who like compact phones. Battery life is okay for a day to day work.
Worth the money,Battery is too week rest is all good
Terrific,Awesome 📱👈Iphone SE 2nd Generation (2020)
Awesome,"Thanks flipkart for this opportunity..,Thanks 2 #BigBillionDay"
Very Good,Genuine product to buy!
Best in the market!,Beyond expectations
Perfect product!,Nice Product at this Range
Highly recommended,Compact and powerful.
Don't waste your money,"Flipkart too much delayed for delivery, when ordering given one date then that day evening they changed another date and the second date also they should delivered late night 9.00pm Very worst for flipkart delivery commitment.Product very good this model phone I have bought this 3rd time. Only the issue is flipkart delivery."
Absolute rubbish!,"After using in less then 2 month battery health gone down by 2 %.Phone battery create several issue . waste to buy not charged more then 87% its tuck during charging , sometimes its shows charges by 89 % and suddenly show 56%"
Could be way better,Phone performance is ok but battery  performance  is the worst thing in this time
Value-for-money,Camera is 😍
Mind-blowing purchase,"This is my first phone , and its a beast loved it"
Highly recommended,Just go for it if you are not an heavy phone gamer
Horrible,Best chipset worst battery life ever
Simply awesome,This is the my first iPhone. I’m very satisfied to use it because for the phone processor speed with 4G LTE I can download anything in minutes. I can watch videos with almost every detail & video pictures quality is excellent. Sounds quality also great.I’m just love it….
Classy product,Value for money ❤️
Worth every penny,Best apple phone in this price rage
Perfect product!,Good performance
Best in the market!,great product Took at 25999/- value for money
Delightful,Loving it♥️
Mind-blowing purchase,Worth single penny all features are good but it do has a disadvantage because it has smaller battery  button iphone fans will definitely love it
Just okay,It's an average ios phone...not ordinary or xtraordinary. performance is equal with 35k android phone. But 35k android phone give a @better battery backup
Worth every penny,Perfect phone I love it
Brilliant,Finally happy with product.
Expected a better product,"Review after using this phone for 2 monthsPros - Camera in day light is very goodPerformance is awesome, the phone doesn’t lags at allCons-Battery - the biggest issue with this phone is battery. It doesn’t survives the entire day. Also, note I am an average user and do not play Pubg or high end games. But still the phone doesn’t survives the entire day.No night mode in camera, so low light pictures are not good. If you click pictures after sunset, then this phone is not for you. Pict..."
Delightful,phone is very good But small size ?
Good quality product,"Nice small screen phoneWorks smoothly and battery last for a day of normal useBut it charges very fast, so no issues with battery"
Worth every penny,Only 1 word : Awesome
I expect this to be best but unfortunately last,Design is awesome and one of the primary reason to buy. But build quality have compromised as in one month the back galss got scraches but its ok and vary from user to user.Camara is best in this price but if you use it it eats battery like hell which I dont liked.Gamming is also good but again eats battery not good If you play games more often you need to charge it.In my opinion I am not happy as my usage remains same for old iPhone SE  and new iPhone SE 2020. If you need a phone and y...
Pretty good,"I ordered the black colour, but the back side is dark grey and not black. No other complaints. Best phone if you want a small phone that does everything."
Highly recommended,Awesome mobile for one handed user. Battery is not to bad. Performance is too good. Thanks to apple and flipkart
Brilliant,Awesome product 😍😍
Very Good,"The phone is very fast and good for an average user. My only problem with this is the charger that came in the box. It feels very flimsy and plasticky compared to the smooth and premium feeling that the phone gives. I also wish the camera had portrait mode for objects too. But, overall excellent value for money!"
Worth every penny,Great product as usual. Good for a days use. Need a fast charger with it to get the best performance in short time. There’s nothing to complain except battery performance.
Brilliant,Nice phone...
Perfect product!,One of the best phone I have ever seen ❤️😍😍
Just wow!,"I have been using the iPhone se 2020 for close to a week now and I am super happy with the experience. As you might have seen in multiple reviews of the device, the battery life is a setback. But the battery easily lasts for a day with a good amount of gaming and video streaming and that works for a user like me."
Fabulous!,"Indeed so much to love, 😍"
Must buy!,The phone is super except for the battery which is not good
Terrific purchase,awesome phone worth it to buy.
"Authentic, Smart Performer","In Simple word, Can say WOW!!!What a Camera, In-build Quality & Performance.Every once says battery is a hitch, Obviously if any one perform well then their energy level drains.Iphone SE 2020 is a super performer, So definitely energy (battery) drains. You have to charge.Go for it"
Excellent,Fantastic product. Long lasting. Longer updates you will get.  Get it now.
Simply awesome,After long time i changing my iPhone 5s to SE. worth for money. I don’t see any battery problem as well.
Mind-blowing purchase,Nice mobile
Good choice,"Coming from an iPhone 6, this one feels like heaven regarding performance. Red should’ve been more vibrant. Not for night photography. And also the image stabilisation is not good. Valuable for money though 👍🏽"
Wonderful,Product is good.. but pay on delivery option does not accept card/paytm/googlePay payment.!! This is not very much convinience for customer. Flipkart should also implement Paytm/GooglePay option in case of  pay on delivery situation.
Perfect product!,Battery work like 4500 mah and camera is awesome
Just okay,"Received iphone se 2020 after 10 long days.Initially battery was being discharged very fast but after a day or two with some settings done everything seems ok as of now.No comparison of other phones with iphone. Worth a buy. Got at Rs. 38,800 after HDFC credit card instant discount.I will purchase one more for myself and one again for my daughter"
Brilliant,"Absolutely amazing in all aspects,battery will be the only thing u should think.flipkard service always good"
Terrific purchase,I am fully satisfied after getting the iphone se 2020in my Hand what I was expecting....Ultimate cell phone.👍👌😍😊
Great Purchase: Worth the Investment,"Shifted from Android to iOS. Do not think twice before buying it. I was very skeptical initially, was confused between Oneplus and SE 2020, but i haven't regretted for a single moment. Size is very comfortable to hold and unlike the general perception, battery does last long. Especially for an average user( 5-6 hours of screen time) battery will never be an issue. Also, camera quality is very good."
Good quality product,Best phoneiPhone is iPhoneAwesome performance
Utterly Disappointed,Phone is ok but the delivery service is bad . Packing was bad
Terrific purchase,Premium design excellent performance
Highly recommended,This is my first I-phone and I am really happy for switching android to iPhone.value for money..display is  awesome..specially u will love this product if u r used to with small display phones.
Best in the market!,Incredible......!!!!The best phone to go for at an affordable price and far more interesting featired.
Terrific purchase,"Received in 2 days! Excellent delivery by Flipkart! About the phone, needless to say it is an Apple. I rest my case there."
Highly recommended,Worth. Take it.
Does the job,"It’s look like iPhone 6  and when you touch the home button it’s feel hard and when you turn on speaker during call it will vibrate and even playing the candy crash, Not for worth for money, camera was good but battery was worst if you are using continuesly it will try with in 6 hours."
Moderate,First time i using this only three days is over and my feedback is -I don't know why i moved on from Android to iOS! Battery performance is too much poor on this device and battery draining too much and heating within 5 minutes after entering videos calling or meeting. Maximum three hours can use. Totally waste of money thinking for exchange
Worth every penny,"I’m using iPhone SE 1st gen since 5 years and was waiting for SE2 since a long time! It’s nice upgrade when you’re a fan of SE! Design, performance, interface is obvious apple standard so no need to mention anything in detail!"
Very poor,Bettery backup is very bad
Not good,"I trusted and brought this product. But this phone battery is draining very fast,even not withstanding 2 hour back up. No solution from apple product support team. This phone is waste of money."
Does the job,Wonderful performance with disgusting battery health! After 7 days use it’s showing 92% battery health. The battery lasts maximum 3 hours screen on time. Don’t buy it!
Delightful,"Amazing phone if you want to get into the ""Apple Ecosystem"".If you need a secondary phone then it is definitely a no brainer! Just Buy! Great IOS experience! And yes....You have to buy a charger separately🙂"
Simply awesome,Lovely phone ❤️📱
Awesome,Value for money
Pretty good,As usual apart from the battery the phone is worth it.
Must buy!,"My first ever iPhone.I was planning to buy an iPhone since iPhone 3G😂😂.Other phone may have 108mp quad cam,12gb ram,600ppi,1200nits, 6.7inch display and bla bla ....Its not even having half of it..It’s not just a phone it’s an iphone and love it...Performance wise it’s a beast. Check antutu."
Pretty good,Gud
Good quality product,"My first Iphone purchase..and what u get is a small screen phone and a small battery back up..Is it worth?I think..as of now yes...Camera is great,Phone works smooth,superb display. Still working out lot of things,let’s see ....some photos I clicked..it’s not all camera..the weather was stunning"
Absolutely JUNK PHONE !!!!,Worst product. Apple's quality of this product is poor by any standard. It has manufacturing defects. The sound output is bad. It is a pain to operate apple software. It is inferior to Android. Don't even buy. Its accessories are overpriced. So never ever buy an apple product. Its overhyped. It offers a quality that has deteriorated significantly over the past 5 years. AVOID !!!
Excellent,Awesome beauty.
Slightly disappointed,"Before buy this phone... Just read the following drawback...1.Display is the worst part of this phone, so much tiny, and not good display as Amoled. It's just an bad LCD display.2.Battery Life too much worst. If you play pubg for 1hour It's drop 75%😭. For daily normal use, It's last only for 3.5 hour... Don't expect much from 1800Mah approx battery.3.RAM  managements is not good at all. It kill the heavy graphics application. Its not avoidable in the price range 40K.4.I feel processor is..."
Wonderful,"The performance of the phone is next level, with A13 Bionic chip super se uper but the phone's battery life are very disappointing, phone ki battery life khuch achi nhi hai pubg khelte samay 2 ghante mai phone switch off ho jata hai. Aur display bhi khuch jada hi choti hai dhire dhire ap used to ho jaoge magar battery very down side."
Good choice,Good prouduct and battery is very poor
Wonderful,Ultimate camera I click front and back camera photos and performance is also supper I compared with iPhone 8 which I used perversely 🔥🔥🔥😍
Bad quality,"Huge disappointmentDo not spend your money just for apple logo. Small screen, half day battery life, average camera, no customisation. Go buy some value for money android phone until you can afford a real iPhone."
Brilliant,Thanks 😊 flipkart A1 performance 🤩Camera quality is great 😌 like dslr photo
Very poor,Phone keeps turning off...it's only been a day since I bought my phone
Worthless,I bought 10 days before.. battery life is just 2 hours..Worst experience buying this phone
Very poor,"Don't buy any product from Flipkart, they are least supportive it you are in trouble with your purchase with Flipkart. Bad experience."
Don't waste your money,Waste mobile please don’t waste ur money after receiving my phone battery performance is not at all good just for normal use also it will drain so fast and it’s showing return but it’s not true Flipkart will not bother about our complaint only No use and no help Please don’t buy
Could be way better,"Don’t ever switch to iPhone from Android... I hate it already.... This low cost phone is the trap into iPhone ecosystem, and never make any justification.... so much of limitations, trying to replace for Android again"
Nice,The battery drains faster than u can imagine Rest all features are good
